anime_id,name,type,episodes,rating,token
10177,DD Hokuto no Ken,TV,12,6.28,dd hokuto no ken parodi seinen tv
904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Movie,1,6.28,dragon ball z movi 11: super senshi gekiha!! katsu no wa ore da action adventur comedi fantasi martial art shounen super power movi
25495,fake!fake!,Music,1,6.28,fake!fake! music music
3294,Gasshin Sentai Mechander Robo,TV,35,6.28,gasshin sentai mechand robo mecha militari mysteri sci-fi space tv
33808,Girlfriend (Note),ONA,3,6.28,girlfriend (note) music school ona
3020,Gu-Gu Ganmo,TV,50,6.28,gu-gu ganmo comedi school tv
11005,Holy Knight,OVA,2,6.28,holi knight ecchi fantasi school seinen supernatur vampir ova
1427,Lupin III: Ikiteita Majutsushi,OVA,1,6.28,lupin iii: ikiteita majutsushi adventur comedi shounen ova
5723,Mobile Suit Gundam: More Information on the Universal Century,Special,10,6.28,mobil suit gundam: more inform on the univers centuri mecha militari sci-fi space special
1139,Monkey Magic,TV,13,6.28,monkey magic adventur fantasi kid tv
16335,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,Special,1,6.28,muv-luv alternative: total eclips recap - climax chokuzen special action mecha militari sci-fi special
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,TV,13,6.28,narutaru: mukuro naru hoshi tama taru ko drama seinen thriller tv
2083,Natsuki Crisis,OVA,2,6.28,natsuki crisi action martial art school ova
14519,Neko Ramen: Ore no Shouyu Aji,ONA,13,6.28,neko ramen: ore no shouyu aji comedi ona
439,RG Veda,OVA,2,6.28,rg veda adventur drama fantasi ova
14583,Rinne no Lagrange Specials,Special,6,6.28,rinn no lagrang special comedi special
5314,Rokumon Tengai Mon Colle Knights Movie: Densetsu no Fire Dragon,Movie,1,6.28,rokumon tengai mon coll knight movie: densetsu no fire dragon adventur comedi fantasi movi
10201,Senkou no Night Raid Picture Drama,Special,1,6.28,senkou no night raid pictur drama action histor super power special
3599,Shin Kujakuou,OVA,2,6.28,shin kujaku action demon horror ova
11791,Sore Ike! Anpanman: Ruby no Negai,Movie,1,6.28,sore ike! anpanman: rubi no negai comedi kid magic movi
17963,"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",Movie,1,6.28,tetsuwan atom: kagayakeru hoshi - anata wa aoku utsukushii... mecha sci-fi movi
9002,True Tears: Raigomaru to Jibeta no Monogatari,Special,1,6.28,true tears: raigomaru to jibeta no monogatari kid special
2301,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,OVA,1,6.28,uchuu no kishi tekkaman blade ova: miss link action mecha sci-fi shounen ova
29123,World Calling,Music,1,6.28,world call music music
5474,Yobarete Tobidete Akubi-chan,TV,26,6.28,yobaret tobidet akubi-chan comedi fantasi kid tv
14231,Akuemon,OVA,1,6.27,akuemon fantasi romanc ova
1202,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,OVA,1,6.27,ar tonelico: sekai no owari de utai tsuzukeru shoujo action adventur fantasi magic sci-fi ova
18767,BlazBlue: Alter Memory,TV,12,6.27,blazblue: alter memori action fantasi tv
23365,By Your Side,Music,1,6.27,by your side music music
2981,Chika Gentou Gekiga: Shoujo Tsubaki,Movie,1,6.27,chika gentou gekiga: shoujo tsubaki drama histor horror movi
18755,Donyatsu,Movie,12,6.27,donyatsu comedi sci-fi seinen movi
7491,Dragon Quest Retsuden: Roto no Monshou,Movie,1,6.27,dragon quest retsuden: roto no monshou adventur fantasi magic shounen movi
33045,Dream Festival!,ONA,12,6.27,dream festival! music ona
4003,Dream Hunter Rem,OVA,4,6.27,dream hunter rem ecchi magic ova
23409,Duel Masters VS,TV,49,6.27,duel master vs action adventur comedi shounen tv
1324,Earthian,OVA,4,6.27,earthian drama shoujo shounen ai ova
498,Haja Taisei Dangaiou,OVA,3,6.27,haja taisei dangaiou action adventur mecha sci-fi ova
14095,Kamen Rider Fourze x Crayon Shin-chan,Special,4,6.27,kamen rider fourz x crayon shin-chan action comedi kid shounen special
2049,Kouryuu Densetsu Villgust,OVA,2,6.27,kouryuu densetsu villgust action adventur comedi fantasi romanc ova
17815,Kyoto Animation: Kasa-hen,Special,1,6.27,kyoto animation: kasa-hen fantasi special
4129,Mahou no Tenshi Creamy Mami: Curtain Call,Music,1,6.27,mahou no tenshi creami mami: curtain call comedi music shoujo music
12449,Maken-Ki! Specials,Special,6,6.27,maken-ki! special ecchi sport special
7415,Mukougaoka Chisato wa Tada Mitsumeteita no Datta,Music,1,6.27,mukougaoka chisato wa tada mitsumeteita no datta music music
10481,Otohime Connection,OVA,1,6.27,otohim connect drama mysteri romanc shoujo slice of life ova
2332,Plastic Little,OVA,1,6.27,plastic littl action adventur comedi ecchi mecha militari romanc sci-fi ova
7468,Princess Lover! Picture Drama,Special,6,6.27,princess lover! pictur drama comedi ecchi harem school special
11547,Sengoku☆Paradise Kiwami,TV,26,6.27,sengoku☆paradis kiwami action comedi drama histor romanc samurai shoujo tv
10525,Shinseiki Duel Masters Flash,TV,24,6.27,shinseiki duel master flash comedi kid tv
32309,Tabi Machi Late Show,TV,4,6.27,tabi machi late show drama tv
686,To Heart: Remember My Memories Specials,Special,7,6.27,to heart: rememb my memori special comedi martial art parodi samurai sci-fi super power special
9794,Tono to Issho 1.5,OVA,1,6.27,tono to issho 1.5 comedi histor parodi samurai seinen ova
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,TV,13,6.27,tsuki wa higashi ni hi wa nishi ni: oper sanctuari comedi drama harem romanc sci-fi tv
4484,"Umi no Yami, Tsuki no Kage",OVA,3,6.27,umi no yami tsuki no kage drama horror romanc ova
20053,Wizard Barristers: Benmashi Cecil,TV,12,6.27,wizard barristers: benmashi cecil magic tv
5133,100-man-nen Chikyuu no Tabi: Bander Book,Special,1,6.26,100-man-nen chikyuu no tabi: bander book sci-fi special
6074,21 Emon Uchuu ike! Hadashi no Princess,Movie,1,6.26,21 emon uchuu ike! hadashi no princess comedi sci-fi space movi
2689,Akai Koudan Zillion: Utahime Yakyoku,Special,1,6.26,akai koudan zillion: utahim yakyoku adventur sci-fi shounen special
21523,Baku Tech! Bakugan Gachi,TV,39,6.26,baku tech! bakugan gachi action game shounen tv
2823,Barbapapa,TV,45,6.26,barbapapa comedi fantasi tv
5289,Beast Wars Second: LioConvoy in Imminent Danger!,Movie,1,6.26,beast war second: lioconvoy in immin danger! action adventur sci-fi movi
12877,Bokurano Recap,Special,1,6.26,bokurano recap drama mecha psycholog sci-fi special
2830,Chibikko Remi to Meiken Kapi,Movie,1,6.26,chibikko remi to meiken kapi adventur drama slice of life movi
1283,Choujuu Densetsu Gestalt,OVA,2,6.26,choujuu densetsu gestalt adventur comedi fantasi shoujo ova
7290,Cyborg 009: Kaijuu Sensou,Movie,1,6.26,cyborg 009: kaijuu sensou action adventur sci-fi movi
2287,Fighting Foodons,TV,26,6.26,fight foodon adventur comedi fantasi game shounen tv
1056,Good Morning Call,OVA,1,6.26,good morn call comedi drama romanc school shoujo ova
10477,Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,Special,1,6.26,haiyoru! nyaruani: rememb my love(craft-sensei) special comedi sci-fi special
4713,Heart no Kuni no Alice: Wonderful Wonder World,Movie,1,6.26,heart no kuni no alice: wonder wonder world fantasi harem romanc shoujo movi
3406,iDOLM@STER Xenoglossia Specials,Special,9,6.26,idolm@st xenoglossia special comedi mecha sci-fi special
5876,Izumo,OVA,2,6.26,izumo adventur fantasi histor ova
9951,Jiu Se Lu,Movie,1,6.26,jiu se lu supernatur movi
2092,Kiss wa Hitomi ni Shite,OVA,1,6.26,kiss wa hitomi ni shite comedi romanc shoujo ova
1909,Kusatta Kyoushi no Houteishiki,OVA,2,6.26,kusatta kyoushi no houteishiki comedi romanc shounen ai ova
13789,Little Nemo Pilot,Special,1,6.26,littl nemo pilot adventur special
8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,OVA,1,6.26,madob nanami no window 7 de pc jisaku ouen commercial!! comedi ova
32927,Mobile Suit Gundam UC: A Phantom World,Special,1,6.25,mobil suit gundam uc: a phantom world action mecha special
5584,New Dream Hunter Rem: Setsuriku no Mudenmekyu,OVA,1,6.26,new dream hunter rem: setsuriku no mudenmekyu ecchi magic ova
7876,Oz no Mahoutsukai,Movie,1,6.26,oz no mahoutsukai fantasi movi
20555,SoniAni: Super Sonico The Animation,TV,12,6.26,soniani: super sonico the anim music slice of life tv
854,Soul Link,TV,12,6.26,soul link action adventur comedi militari romanc sci-fi space tv
33902,Suntory Minami Alps no Tennen Mizu,Special,3,6.26,suntori minami alp no tennen mizu drama school special
2388,Tachiguishi Retsuden,Movie,1,6.26,tachiguishi retsuden comedi movi
31221,Tantei Team KZ Jiken Note,TV,16,6.26,tantei team kz jiken note mysteri school tv
5462,Top wo Nerae! Kagaku Kouza,Special,6,6.26,top wo nerae! kagaku kouza comedi sci-fi special
28251,Uribyeol ilhowa ulrookso,Movie,1,6.22,uribyeol ilhowa ulrookso comedi kid magic romanc movi
31551,Yurumates 3D Plus: Natsuyasumi Maison du Wish Report,OVA,1,6.26,yurum 3d plus: natsuyasumi maison du wish report comedi seinen slice of life ova
14949,Yurumates 3D: Ushinawareta Genjitsu,OVA,1,6.26,yurum 3d: ushinawareta genjitsu comedi seinen slice of life ova
7739,11eyes: Momoiro Genmutan,Special,1,6.25,11eyes: momoiro genmutan comedi ecchi super power supernatur special
8216,Aa Harimanada,TV,23,6.25,aa harimanada martial art seinen sport tv
1224,Aquarian Age: Sign for Evolution,TV,13,6.25,aquarian age: sign for evolut action adventur fantasi music romanc sci-fi shounen super power supernatur tv
5421,Ark,Movie,1,6.25,ark action fantasi mecha militari sci-fi supernatur movi
2414,Assemble Insert,OVA,2,6.25,assembl insert comedi polic sci-fi ova
22547,Blade &amp; Soul,TV,13,6.25,blade &amp; soul action adventur fantasi martial art tv
7597,"Boku, Otaryman.",OVA,1,6.25,boku otaryman. comedi seinen slice of life ova
11705,Dragon Age: Blood Mage no Seisen,Movie,1,6.25,dragon age: blood mage no seisen action fantasi movi
5689,Eien no Filena,OVA,6,6.25,eien no filena adventur drama fantasi ova
426,Final Fantasy,OVA,4,6.25,final fantasi action adventur comedi fantasi ova
7867,Gon,TV,50,6.25,gon action adventur kid tv
24127,Hashi no Mukou,ONA,1,6.25,hashi no mukou histor horror supernatur ona
2545,Huckleberry no Bouken,TV,26,6.25,huckleberri no bouken adventur drama histor tv
32548,Imawa no Kuni no Alice,ONA,1,6.25,imawa no kuni no alic action ona
5287,Ippatsu Kanta-kun,TV,53,6.25,ippatsu kanta-kun action adventur comedi kid sport tv
6875,Iron Man,TV,12,6.25,iron man action drama mecha tv
3889,Junk Boy,OVA,1,6.25,junk boy comedi ecchi romanc ova
6932,Kemono to Chat,OVA,1,6.25,kemono to chat comedi ova
4461,Kouchou-sensei to Kujira,Movie,1,6.25,kouchou-sensei to kujira drama movi
8919,Licca-chan no Nichiyoubi,OVA,1,6.25,licca-chan no nichiyoubi adventur ova
8431,Mahou no Star Magical Emi: Kumo Hikaru,OVA,1,6.25,mahou no star magic emi: kumo hikaru comedi shoujo slice of life ova
4187,Megumi,ONA,1,6.25,megumi histor ona
24835,Mobile Suit Gundam-san,TV,13,6.25,mobil suit gundam-san comedi mecha parodi tv
571,Moldiver,OVA,6,6.25,moldiv action comedi magic mecha romanc sci-fi ova
2567,Pinocchio yori Piccolino no Bouken,TV,52,6.25,pinocchio yori piccolino no bouken adventur kid tv
30686,Pokemon XY: Hoopa no Odemashi Daisakusen!!,Special,6,6.25,pokemon xy: hoopa no odemashi daisakusen!! comedi fantasi kid special
6385,Pokemon: Slowking no Ichinichi,Special,1,6.25,pokemon: slowk no ichinichi fantasi kid special
13855,Queen&#039;s Blade: Rebellion Specials,Special,6,6.25,queen&#039; blade: rebellion special ecchi special
5080,Quiz Magic Academy: The Original Animation,OVA,1,6.25,quiz magic academy: the origin anim comedi fantasi magic school ova
3509,Riki-Oh: Toukatsu Jigoku,OVA,1,6.25,riki-oh: toukatsu jigoku action martial art seinen super power ova
10301,Rio: Rainbow Gate! Special,Special,1,6.25,rio: rainbow gate! special comedi ecchi game special
17165,SF Saiyuuki Starzinger (Movie),Movie,1,6.25,sf saiyuuki starzing (movie) adventur mecha sci-fi shounen movi
9768,Shima Shima Tora no Shimajirou,TV,726,6.25,shima shima tora no shimajir adventur comedi fantasi kid magic tv
7510,Shisha no Sho,Movie,1,6.25,shisha no sho drama supernatur movi
8964,Stitch!: Zutto Saikou no Tomodachi,TV,29,6.25,stitch!: zutto saikou no tomodachi adventur comedi kid tv
11099,Tiger &amp; Bunny Pilot,Special,1,6.25,tiger &amp; bunni pilot action comedi super power special
13495,Tokyo Disney Resort: Yume ga Kanau Basho,Special,1,6.25,tokyo disney resort: yume ga kanau basho slice of life special
12121,Towa no Kizuna,Music,1,6.25,towa no kizuna music music
2690,Urban Square: Kouhaku no Tsuigeki,OVA,1,6.25,urban square: kouhaku no tsuigeki action mysteri seinen ova
6616,Watashi no Coffee Samurai: Jihanki-teki na Kareshi,Special,1,6.25,watashi no coffe samurai: jihanki-teki na kareshi action romanc samurai sci-fi special
2015,Wind: A Breath of Heart,OVA,1,6.25,wind: a breath of heart comedi school ova
1026,Yakumo Tatsu,OVA,2,6.25,yakumo tatsu adventur histor horror shoujo supernatur ova
31994,Yami Shibai 3rd Season,TV,13,6.25,yami shibai 3rd season dementia horror supernatur tv
1484,Youma,OVA,2,6.25,youma action demon fantasi horror supernatur ova
204,Yumeria,TV,12,6.25,yumeria action comedi ecchi harem super power tv
7770,Yutori-chan,ONA,25,6.25,yutori-chan comedi slice of life ona
4444,Zero Duel Masters,TV,12,6.25,zero duel master adventur comedi game sport tv
12589,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,Movie,1,6.24,3 choum no tama: onegai! momo-chan wo sagashite!! adventur kid movi
9846,Attraction,ONA,1,6.24,attract mysteri ona
767,Burn Up!,OVA,1,6.24,burn up! action comedi ecchi polic sci-fi ova
2827,Calimero,TV,45,6.24,calimero comedi tv
3506,Connected,Music,1,6.24,connect dementia music sci-fi music
3840,Crystal Blaze,TV,12,6.24,crystal blaze action sci-fi tv
11471,Dororo,Special,1,6.24,dororo action special
6680,Doujouji,Movie,1,6.24,doujouji histor supernatur movi
15883,Fantasista Doll,TV,12,6.24,fantasista doll fantasi magic sci-fi tv
2066,Gall Force: The Revolution,OVA,4,6.24,gall force: the revolut action adventur mecha militari sci-fi space ova
7427,Getsumen To Heiki Mina Specials,Special,2,6.24,getsumen to heiki mina special action comedi ecchi shounen super power special
2473,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,OVA,2,6.24,ginga ojousama densetsu yuna: kanashimi no siren action adventur comedi magic mecha sci-fi ova
31065,Gunslinger Stratos: The Animation - Bunki/Futatsu no Mirai,Special,1,6.24,gunsling stratos: the anim - bunki/futatsu no mirai action sci-fi special
6965,Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,Movie,1,6.24,kaiketsu zorori: mahoutsukai no deshi/dai kaizoku no takara sagashi adventur comedi movi
30922,Kaze no Matasaburou (Movie),Movie,1,6.24,kaze no matasabur (movie) fantasi supernatur movi
5783,Koisuru Tenshi Angelique: Chibi Character Adventure,Special,1,6.24,koisuru tenshi angelique: chibi charact adventur adventur comedi special
9423,Koko ni Iru,ONA,1,6.24,koko ni iru slice of life ona
6327,Miracle Train: Chuo-sen e Youkoso,Special,1,6.24,miracl train: chuo-sen e youkoso fantasi shoujo special
32959,Mirai no Watashi,ONA,1,6.24,mirai no watashi comedi slice of life ona
10581,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,Special,1,6.24,mobil suit gundam 0083: stardust memori - the mayfli of space action drama mecha militari sci-fi space special
1093,Oishinbo,TV,136,6.24,oishinbo comedi seinen slice of life tv
8464,Pants no Ana,OVA,1,6.24,pant no ana comedi ecchi school ova
7549,Quiz Magic Academy: The Original Animation 2,OVA,1,6.24,quiz magic academy: the origin anim 2 comedi fantasi magic school ova
756,School Days ONA,ONA,1,6.24,school day ona drama romanc school ona
31669,Takamiya Nasuno Desu!: Teekyuu Spin-off Specials,Special,2,6.24,takamiya nasuno desu!: teekyuu spin-off special comedi shounen special
30916,The Five Killers,ONA,1,6.24,the five killer action ona
18003,Thermae Romae x TOTO Collaboration,Special,1,6.24,therma roma x toto collabor comedi histor seinen special
2179,Tokimeki Memorial: Forever With You,OVA,2,6.24,tokimeki memorial: forev with you drama romanc school ova
748,True Love Story,OVA,3,6.24,true love stori romanc ova
31736,Valkyrie Drive: Mermaid Specials,Special,6,6.24,valkyri drive: mermaid special action ecchi fantasi shoujo ai special
6918,Wolverine,TV,12,6.24,wolverin action martial art super power tv
28433,Baymax,Music,1,6.23,baymax drama music sci-fi slice of life music
30100,Black Bullet: Tenchuu＊Girls,Special,1,6.23,black bullet: tenchuu＊girl fantasi special
3135,Dragon&#039;s Heaven,OVA,1,6.23,dragon&#039; heaven action adventur fantasi mecha sci-fi ova
25567,DRAMAtical Murder OVA: Data_xx_Transitory,Special,1,6.23,dramat murder ova: data_xx_transitori drama psycholog sci-fi shounen ai special
9282,Duel Masters Movie 3: Honoo no Kizuna XX,Movie,1,6.23,duel master movi 3: honoo no kizuna xx game shounen movi
22055,Gakkou no Kaidan Recaps,Special,2,6.23,gakkou no kaidan recap horror mysteri supernatur special
1200,Gun-dou Musashi,TV,26,6.23,gun-dou musashi adventur fantasi samurai tv
28791,Gunslinger Stratos: The Animation,TV,12,6.23,gunsling stratos: the anim action sci-fi tv
32083,Luck &amp; Logic,TV,12,6.23,luck &amp; logic action fantasi tv
3845,Mahoutsukai Chappy,TV,39,6.23,mahoutsukai chappi adventur kid magic tv
9043,Majuu Sensen,OVA,3,6.23,majuu sensen action fantasi ova
1885,Master of Epic: The Animation Age,TV,12,6.23,master of epic: the anim age comedi fantasi game tv
2226,Mori no Tonto-tachi,TV,23,6.23,mori no tonto-tachi fantasi kid tv
8842,Oishinbo: Nichibei Kome Sensou,Movie,1,6.23,oishinbo: nichibei kome sensou comedi seinen slice of life movi
31676,Persona 2: Another Self,Special,1,6.23,persona 2: anoth self action demon fantasi supernatur special
14663,Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica,Special,1,6.23,queen&#039; blade rebellion vs. hagur yuusha no aesthetica action ecchi fantasi special
3642,Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,Music,4,6.23,shina dark: kuroki tsuki no ou to souheki no tsuki no himegimi ecchi fantasi harem music music
31133,Shounen Sunday CM Gekijou: InuYasha-hen,Special,2,6.23,shounen sunday cm gekijou: inuyasha-hen action demon fantasi special
17379,Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,OVA,1,6.23,street fighter ii: yomigaeru fujiwara-ky - toki wo kaketa fighter-tachi action histor martial art shounen ova
10199,Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,Movie,1,6.23,super doll licca-chan: licca-chan zettai zetsumei! doll knight no kiseki action adventur fantasi kid magic shoujo super power movi
13965,Thermae Romae x LOFT Collaboration,Special,1,6.23,therma roma x loft collabor comedi histor seinen special
4616,Yumemiru Topo Gigio,TV,13,6.23,yumemiru topo gigio adventur comedi kid tv
1228,Chivas 1-2-3,OVA,2,6.22,chiva 1-2-3 action comedi ecchi fantasi supernatur ova
21999,Duel Masters Victory V3,TV,51,6.22,duel master victori v3 action adventur comedi shounen tv
17727,Haitai Nanafa 2nd Season,TV,13,6.22,haitai nanafa 2nd season comedi supernatur tv
1156,I: Wish You Were Here,TV,4,6.22,i: wish you were here action drama mysteri sci-fi tv
10354,Kakomareta Sekai,ONA,1,6.22,kakomareta sekai drama ona
23735,Kenzen Robo Daimidaler Specials,Special,6,6.22,kenzen robo daimidal special comedi ecchi mecha seinen special
1955,Kimagure Robot,TV,10,6.22,kimagur robot comedi fantasi sci-fi tv
3595,Kujakuou,OVA,3,6.22,kujaku action demon horror ova
2461,Metal Skin Panic MADOX-01,OVA,1,6.22,metal skin panic madox-01 action mecha sci-fi ova
30168,Miss Monochrome: Watashi dake no Monogatari,Music,1,6.22,miss monochrome: watashi dake no monogatari music music
2851,Ninku (Movie),Movie,1,6.22,ninku (movie) action adventur comedi histor martial art shounen movi
8312,Piece,Music,1,6.22,piec music music
13927,Sacred Seven: Shirogane no Tsubasa Picture Drama,Special,2,6.22,sacr seven: shirogan no tsubasa pictur drama action comedi school sci-fi super power special
6889,Time Bokan Series: Zenderman,TV,52,6.22,time bokan series: zenderman action adventur comedi mecha sci-fi super power tv
8928,Visions of Frank: Short Films by Japan&#039;s Most Audacious Animators,Movie,9,6.22,vision of frank: short film by japan&#039; most audaci anim dementia movi
25967,Backkom Sports,TV,52,6.21,backkom sport comedi kid sport tv
5469,Birthday Boy,Movie,1,6.21,birthday boy action drama histor militari movi
6484,Chokin Senshi Cashman,OVA,1,6.21,chokin senshi cashman action comedi ova
2693,Detatoko Princess,OVA,3,6.21,detatoko princess comedi fantasi ova
3813,Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,OVA,1,6.21,gekkou no pierce: yumemi to gin no bara no kishidan fantasi mysteri romanc shoujo ova
2322,Giant Robo Gaiden Ginrei,OVA,3,6.21,giant robo gaiden ginrei comedi ecchi mecha parodi sci-fi shounen super power ova
1234,Hand Maid Mai,OVA,1,6.21,hand maid mai comedi ecchi romanc sci-fi ova
9944,Hime Gal♥Paradise,OVA,9,6.21,hime gal♥paradis shoujo ova
6071,Juuippiki no Neko,Movie,1,6.21,juuippiki no neko fantasi movi
766,Kishin Houkou Demonbane,OVA,1,6.21,kishin houkou demonban comedi drama mecha sci-fi ova
556,Koutetsu Tenshi Kurumi Zero,OVA,3,6.21,koutetsu tenshi kurumi zero drama romanc sci-fi ova
669,Kujibiki Unbalance,OVA,3,6.21,kujibiki unbal comedi romanc school ova
2791,Makasete Iruka!,OVA,1,6.21,makaset iruka! action comedi school ova
14049,Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,Special,1,6.21,mashiro-iro symphony: airi ga anata no kanojo ni!? harem romanc special
11693,Match Uri no Shoujo,Movie,1,6.21,match uri no shoujo drama kid movi
3336,Mezame no Hakobune,OVA,1,6.21,mezam no hakobun fantasi ova
2304,Mobile Suit SD Gundam Mk IV,OVA,2,6.21,mobil suit sd gundam mk iv mecha parodi sci-fi ova
1975,Mutekiou Tri-Zenon,TV,22,6.21,muteki tri-zenon mecha sci-fi tv
17237,Peeping Life: World History,ONA,40,6.21,peep life: world histori comedi histor slice of life ona
12065,Queen&#039;s Blade OVA Specials,Special,2,6.21,queen&#039; blade ova special action adventur ecchi fantasi special
28447,Shingeki no Bahamut: Genesis Recap,Special,1,6.21,shingeki no bahamut: genesi recap action adventur demon fantasi magic supernatur special
12367,Shining Hearts: Shiawase no Pan,TV,12,6.21,shine hearts: shiawas no pan action fantasi tv
7416,Socket,OVA,1,6.21,socket kid ova
2314,Tobe! Kujira no Peek,Movie,1,6.21,tobe! kujira no peek adventur drama movi
16363,Vanquished Queens,OVA,4,6.21,vanquish queen action adventur ecchi fantasi ova
22831,Abarenbou Rikishi!! Matsutarou,TV,23,6.2,abarenb rikishi!! matsutar seinen sport tv
16211,Bakumatsu Gijinden Roman,TV,12,6.2,bakumatsu gijinden roman fantasi histor tv
23037,Bakumatsu Rock,TV,12,6.2,bakumatsu rock action comedi histor music shoujo tv
1468,Baoh Raihousha,OVA,1,6.2,baoh raihousha action martial art sci-fi shounen space super power ova
1055,Blame!,ONA,6,6.2,blame! mecha sci-fi ona
2723,D4 Princess,TV,24,6.2,d4 princess action comedi magic mecha sci-fi tv
19235,"Dance, Dance, Dance",Music,1,6.2,danc danc danc fantasi music music
19165,Fate/Zero Cafe,Movie,1,6.2,fate/zero cafe comedi parodi movi
2833,Gulliver no Uchuu Ryokou,Movie,1,6.2,gulliv no uchuu ryokou adventur sci-fi movi
3434,Hey! Bumboo,TV,130,6.2,hey! bumboo adventur car kid tv
9911,Houkago no Pleiades,ONA,4,6.2,houkago no pleiad magic ona
932,Ichigeki Sacchuu!! Hoihoi-san,OVA,1,6.2,ichigeki sacchuu!! hoihoi-san comedi sci-fi slice of life ova
588,Itsudatte My Santa!,OVA,2,6.2,itsudatt my santa! comedi ecchi fantasi romanc shounen ova
12965,Jewelpet Movie: Sweets Dance Princess,Movie,1,6.2,jewelpet movie: sweet danc princess fantasi magic shoujo movi
1926,Jishu Seisaku Movie Binchou-tan,Music,1,6.2,jishu seisaku movi binchou-tan music slice of life music
23753,Kishin Houkou Demonbane (TV) Specials,Special,2,6.2,kishin houkou demonban (tv) special magic mecha sci-fi supernatur special
8180,Koisuru Tenshi Angelique: Chibi Character Adventure 2,Special,1,6.2,koisuru tenshi angelique: chibi charact adventur 2 adventur comedi special
7532,Kuroi Kikori to Shiroi Kikori,Movie,1,6.2,kuroi kikori to shiroi kikori fantasi movi
7294,Licca-chan Fushigi na Mahou no Ring,OVA,2,6.2,licca-chan fushigi na mahou no ring adventur fantasi ova
1874,Love♥Love? Specials,Special,4,6.2,love♥love? special comedi ecchi harem romanc special
25543,M3: Sono Kuroki Hagane Recap,Special,1,6.19,m3: sono kuroki hagan recap action mecha special
3183,MAPS: Densetsu no Samayoeru Seijin-tachi,OVA,1,6.2,maps: densetsu no samayoeru seijin-tachi action adventur drama sci-fi shounen space ova
1175,Metal Fighter Miku,TV,13,6.2,metal fighter miku comedi sci-fi shounen sport tv
1940,Outlanders,OVA,1,6.2,outland adventur comedi ecchi sci-fi shounen ova
3600,Sengoku Kitan Youtouden,OVA,3,6.2,sengoku kitan youtouden action demon martial art ova
1099,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,OVA,1,6.2,shadow skill: kurudaryuu kousatsuh no himitsu adventur drama fantasi shounen ova
31402,Soul Worker: Your Destiny Awaits,ONA,5,6.2,soul worker: your destini await action fantasi sci-fi ona
2421,Super Kuma-san,Special,1,6.2,super kuma-san comedi fantasi special
32816,Teekyuu 6 Specials,Special,2,6.2,teekyuu 6 special comedi shounen sport special
13983,Thermae Romae: Kodai Romajin ga Uchuu e,Special,1,6.2,therma romae: kodai romajin ga uchuu e comedi seinen space special
11919,Zoku Attacker You! Kin Medal e no Michi,TV,52,6.2,zoku attack you! kin medal e no michi romanc sport tv
5628,21 Emon,TV,39,6.19,21 emon comedi sci-fi space tv
2051,Akai Kiba: Blue Sonnet,OVA,5,6.19,akai kiba: blue sonnet action drama sci-fi shoujo super power ova
3675,Andromeda Stories,Special,1,6.19,andromeda stori action drama fantasi sci-fi space special
5673,Apfelland Monogatari,Movie,1,6.19,apfelland monogatari adventur drama histor movi
19959,Barbapapa (1977),TV,48,6.19,barbapapa (1977) comedi fantasi kid tv
2824,Barbapapa Sekai wo Mawaru,TV,50,6.19,barbapapa sekai wo mawaru adventur comedi tv
12447,Ben-To Picture Drama,Special,6,6.19,ben-to pictur drama comedi special
33522,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen,ONA,6,6.2,chiba pedal: yowamushi pedal to manabu jitensha koutsuuanzen shounen sport ona
16508,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,Special,5,6.19,ebiten: kouritsu ebisugawa koukou tenmonbu special comedi ecchi parodi school shounen special
15993,Ginga e Kickoff!!: Natsuyasumi Special,Special,1,6.19,ginga e kickoff!!: natsuyasumi special sport special
31454,Gundam: G no Reconguista - From the Past to the Future,Special,1,6.2,gundam: g no reconguista - from the past to the futur action mecha sci-fi space special
29975,Gunslinger Stratos,ONA,1,6.19,gunsling strato action sci-fi ona
